Title;Excerpt;Tags;Team;Projekt-URL
Fossile Stachelhäuter;Etwa 36.000 Fossilien zählt die Sammlung fossiler Echinodermata;FB2 Zukunft der Sammlung, Sammlung, Evolution, Fossilien;Dr. David Ware, Andreas Abele-Rassuly, Dr. Christian Neumann;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-stachelhaeuter
Fossile Muscheln, Schnecken, Armfüßer und Schwämme;Die umfangreiche Sammlung fossiler Muscheln, Schnecken, Armfüßer und Schwämme beinhaltet über 340.000 Objekte.;FB2 Zukunft der Sammlung, Sammlung, Digitalisierung, Fossilien;Dr. David Ware, Andreas Abele-Rassuly, Sylvia Dietze, PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-muscheln-schnecken-armfuesser-und-schwaemme
Fossile Gliederfüßer und Bernstein-Sammlung;Mehr als 90.000 Objekte sind in der Sammlung fossiler Arthropoden (Gliederfüßer) und der dazugehörigen Bernstein-Sammlung des Museums für Naturkunde systematisch geordnet;FB2 Zukunft der Sammlung, Sammlung, Evolution, Fossilien;Dr. David Ware, Andreas Abele-Rassuly, Emily Eybing, Simon Beurel, Dr. Christian Neumann, Dr. Eva-Maria Sadowski;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-gliederfuesser-und-bernstein-sammlung
Die Zusammenhänge von Evolution und Entwicklung in der Evolutionsgeschichte der Tetrapoden;Die Integration von paläontologischen und entwicklungsbiologischen Ansätzen ermöglicht es die Wechselwirkung von Individualentwicklung und makroevolutive Prozesse über erdgeschichtliche Zeitskalen hinweg zu untersuche und besser zu verstehen.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Amphibien, Evolution, Fossilien;Vivien Bothe, Prof. Nadia Fröbisch, Ph.D., Christian Mitgutsch, PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/die-zusammenhaenge-von-evolution-und-entwicklung-der-evolutionsgeschichte-der-tetrapoden
Tiere als Objekte;Ziel des BMBF-Verbundprojekts „Tiere als Objekte. Zoologische Gärten und Naturkundemuseum in Berlin, 1810 bis 2020“ zwischen dem Museum für Naturkunde Berlin, der Humboldt-Universität zu Berlin und der Zoologischer Garten Berlin AG ist es, jene Prozesse zu untersuchen, durch die Tiere zu Objekten we;FB2 Zukunft der Sammlung, Forschung, Transfer, Öffnung des Museums, Säugetiere, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Kulturerbe;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/de/forschung/tiere-als-objekte
Paleogene Polar Plankton and Paleoproductivity (the P4 project);Fossil marine plankton and future climate change;FB1 Dynamik der Natur, Forschung, Evolution, Fossilien, Klimawandel;;https://www.museumfuernaturkunde.berlin/de/forschung/paleogene-polar-plankton-and-paleoproductivity-p4-project
Gliedmaßen zum Klettern, Graben und Schwimmen –  eine kleine Evolutionsgeschichte des Bewegungsapparats;Meine Forschung zeigt am Beispiel der Marderfamilie, die neben Mardern auch Dachse, Otter und Wiesel umfasst, die evolutionäre Anpassung an verschiedene Fortbewegungsarten.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/gliedmassen-zum-klettern-graben-und-schwimmen-eine-kleine-evolutionsgeschichte-des
Deep Impact - Der Societal Impact des MfN (be)greifbar gemacht;Wissenstransfer ist seit jeher Kerngeschäft von Museen. Doch wie er noch effektiver gestaltet werden kann, ist Gegenstand aktueller Forschung am Museum für Naturkunde Berlin.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/forschung/deep-impact-der-societal-impact-des-mfn-begreifbar-gemacht
Die Rolle von Muskeln bei der evolutionären Transformation von Gliedmaßen und Körperachse: eine  Fallstudie am Beispiel australischer Skinke;Durch Gewebefärbungen (dice-CT) und µ-CT Technik werden verschiedene Gliedmaßen-Reduktionsformen der Gattung Lerista untersucht. Der Fokus liegt dabei auf den Schulter- und Beckenmuskeln.;Evolutionäre Morphologie, Forschung, Morphologie, Evolution;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/de/forschung/die-rolle-von-muskeln-bei-der-evolutionaeren-transformation-von-gliedmassen-und
Hörfähigkeiten von Pinguinen;In einem Kooperationsprojekt mit dem Deutschen Meeresmuseum Stralsund wird das Hören von Pinguinen untersucht. Das MfN realisiert den Aufbau einer Datenbank mit Audiogrammen, Datenmanagement, Umweltbildung und multimediale Begleitung des Projektes.;FB2 Zukunft der Sammlung, Forschung, Morphologie, Artenschutz, Evolution;Cora Albrecht;https://www.museumfuernaturkunde.berlin/de/forschung/hoerfaehigkeiten-von-pinguinen
Referenzbibliothek für Fledermausrufe;Der Nachweis von Fledermäusen erfolgt meist anhand ihrer Echoortungslaute. Im Projekt wird eine freizugängliche Bibliothek von Rufen europäischer Fledermäuse zur Unterstützung der akustischen Artbestimmung und Weiterentwicklung von Mustererkennungsalgorithmen erstellt.;Evolutionäre Diversitätsdynamik, FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Öffnung des Museums, Datenbank, Säugetiere, Wissenschaftsdatenmanagement, Artenschutz, Sammlung, Open Science, Digitalisierung;Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/de/forschung/referenzbibliothek-fuer-fledermausrufe
Entwicklung des Tierstimmenarchivs als digitale Forschungssammlung;Das Tierstimmenarchiv des MfN bietet einen einzigartigen Fundus an akustischen Belegen, die durch digitale Erschließung zu einem effektiven Tool für die Biodiversitätsforschung entwickelt werden.;Evolutionäre Diversitätsdynamik, FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Öffnung des Museums, Sammlungsmanagement, Datenbank, Wissenschaftsdatenmanagement, Sammlung, Digitalisierung;Dr. Karl-Heinz Frommolt, Andreas Gnensch;https://www.museumfuernaturkunde.berlin/de/forschung/entwicklung-des-tierstimmenarchivs-als-digitale-forschungssammlung
Automatisierte akustische Erfassung und akustische Mustererkennung;Bioakustische Methoden sind sehr gut geeignet, um das Vorkommen, Häufigkeiten und Verhaltensmuster von Individuen oder Populationen und damit Aspekte der Biodiversitätsdynamik mit standardisierten Methoden synchron und kontinuierlich über beliebig lange Zeiträume zu erfassen.;Evolutionäre Diversitätsdynamik, Forschung, Wissenschaftsdatenmanagement, Artenschutz, Biodiversität;Dr. Karl-Heinz Frommolt, Mario Lasseck;https://www.museumfuernaturkunde.berlin/de/forschung/automatisierte-akustische-erfassung-und-akustische-mustererkennung
Verbesserte Verwendung morphologischer Daten zur Ermittlung der Phylogenie von Fossilien;Zur Erstellung eines Stammbaums moderner Taxa lässt sich DNA verwenden, aber bei Fossilien müssen wir uns auf die Morphologie stützen. Aufgrund von Überschneidungen und Methodenproblemen ist dies eine ungenaue Methode. Mit diesem Projekt soll sich das ändern.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/de/forschung/verbesserte-verwendung-morphologischer-daten-zur-ermittlung-der-phylogenie-von-fossilien
ECOPOTENTIAL: improving future ecosystem benefits through earth observations;ECOPOTENTIAL setzt seine Aktivitäten auf ausgewählte, internationale Schutzgebiete, Verschneidung von Fernerkundung und Felddaten, Datenanalyse, und Modellierung von gegenwärtigen und zukünftigen Ökosystemzustand und –Service;FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Datenbank, Wissenschaftsdatenmanagement, Biodiversität;Dr. Christoph Häuser;https://www.museumfuernaturkunde.berlin/de/forschung/ecopotential-improving-future-ecosystem-benefits-through-earth-observations
Ozeane in Hitzestress;Temperaturbedingter Stress kann Meeresökosystemen schaden und Arten aussterben lassen. Forschende des Museums für Naturkunde Berlin testen, ob es Anzeichen gibt, bevor es zum Aussterben kommt.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Morphologie, Artensterben, Evolution, Fossilien;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/ozeane-hitzestress
Negative Auswirkung von Bergbau in einem Biodiversitätshotspot vermeiden;Das Hauptziel dieser Projekte ist es die wissenschaftliche Basis für einen effektiven Managementplan zu liefern, um einen Biodiversitätshotspot zu schützen, im Besonderen die größte bekannte Amphibiendiversität Westafrikas.;Evolutionäre Diversitätsdynamik, Forschung, Amphibien, Artenschutz, Biodiversität;PD Dr. Mark-Oliver Rödel, Marvin Schäfer;https://www.museumfuernaturkunde.berlin/de/forschung/negative-auswirkung-von-bergbau-einem-biodiversitaetshotspot-vermeiden
Vergleichende Anatomie von neonaten Säugetieren;Vergleich der Reproduktionsstrategien von Säugetieren: Die Reifegrade der Neonaten von Monotremata, Marsupialia und Plazentalia werden im Hinblick auf ökologische Anpassungsfähigkeit und Evolution untersucht.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Genetik;Dr. Kirsten Ferner;https://www.museumfuernaturkunde.berlin/de/forschung/vergleichende-anatomie-von-neonaten-saeugetieren
Forschungsfall Nachtigall: Ein Citizen Science-Projekt zur Natur- und Kulturwissenschaft einer Gesangslegende;"Im Projekt ""Forschungsfall Nachtigall"" werden mit der Naturblick-App Nachtigallgesänge aufgenommen und anschließend zusammen mit den Bürgerforschenden auf Dialekte und Ortspräferenzen hin untersucht.";FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Datenbank, Wissenstransfer, Wissenschaftskommunikation, Artenschutz, Bürgerwissenschaften, Open Science, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/wissenschaft/forschungsfall-nachtigall-ein-citizen-science-projekt-zur-natur-und-kulturwissenschaft
Mercator Projekt - Open Science;"Erforschung von Citizen Science für die Entwicklung von Open Science in Europa
Unter dem Slogan „open innovation, open science, open to the world“ möchte die Europäische Kommission die Innovationskraft in Europa fördern und das Wissenschaftssystem grundlegend verändern. Die Europäische Open Science Policy Platform (OSPP), ein aus Vertretern unterschiedlicher Stakeholder zusammengesetztes Gremium, berät die Europäische Kommission dabei. Citizen Science und partizipative Ansätze werden als ein Kernbaustein dafür gesehen, um Wissenschaft effektiv in die Gesellschaft zu tragen.";FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Politik, Wissenstransfer, Wissenschaftskommunikation, Bürgerwissenschaften, Open Science, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/forschung/mercator-projekt-open-science
Mikropaläontologiesammlungen;Wir unterhalten zwei Schlüsselsammlungen für die internationale Mikropaläontologieforschung: die Ehrenberg-Sammlung und die Sammlung heutiger Radiolarien, Teil des Micropaleontologic Reference Center-Sammlungsnetzwerks.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, FB2 Zukunft der Sammlung, Forschung, Wissenschaftskommunikation, Sammlung, Biodiversität, Fossilien;;https://www.museumfuernaturkunde.berlin/de/forschung/mikropalaeontologiesammlungen
Radiolarian taxonomy;New species descriptions and cooperatively building online international community taxonomic catalogs are essential foundations for our other research;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Wissenschaftskommunikation, Sammlung, Biodiversität, Fossilien;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/de/forschung/radiolarian-taxonomy
Planktonevolution und geochemische Zyklen;Wir untersuchen, wie die Planktonevolution in geologischen Zeiträumen vom Klimawandel beeinflusst, aber auch seinerseits einen Einfluss auf das Klima durch die Einbindung in geochemische Zyklen hat – etwa den Kohlenstoffzyklus und den Kreislauf der Nahrungsbestandteile.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Evolution, Geowissenschaften, Klimawandel;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/de/forschung/planktonevolution-und-geochemische-zyklen
Biodiversitätsdynamik der Radiolarien;Wir vergleichen die Geschichte der Radiolarienfauna des Neogens aus unterschiedlichen Umgebungen in verschiedenen Breitengraden, um zu verstehen, was für die Biodiversität des Planktons verantwortlich ist.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien;Sylvia Dietze, Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/de/forschung/biodiversitaetsdynamik-der-radiolarien
NSB Database;Die NSB Datenbank zum fossilen Meeresplankton wurde von MfN-Wissenschaftlern gegründet und geführt und unterstützt die internationale Forschung zu Plankton-Taxonomie, Paläobiologie und Paläozeanographie.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Datenbank, Fossilien, Geowissenschaften, Kooperation;Dr. David Lazarus, Johan Renaudie;https://www.museumfuernaturkunde.berlin/de/forschung/nsb-database
Auswirkungen der Urbanisierung auf ausgewählte Arthropoden entlang eines raumzeitlichen Gradienten im Raum Berlin/Brandenburg;Die Auswirkungen zunehmender Urbanisierung auf persistente Insekten-Arten im Raum Berlin-Brandenburg werden entlang eines raumzeitlichen Gradienten untersucht (Morphologie, Isotopen).;Evolutionäre Diversitätsdynamik, Forschung, Morphologie, Artenschutz, Biodiversität;Dr. Johannes Frisch, Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/de/forschung/auswirkungen-der-urbanisierung-auf-ausgewaehlte-arthropoden-entlang-eines-raumzeitlichen
Reaktionen der Herpetofaunagemeinschaft auf das Abholzen kommerziell genutzter Wälder auf Borneo;Untersuchung von Unterschieden in der Struktur der Lebensgemeinschaften von Reptilien und Amphibien, ihrer Verbreitung und Erholung unter verschiedenen Abholzpraktiken auf Borneo.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Amphibien, Artenschutz, Biodiversität;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/de/forschung/reaktionen-der-herpetofaunagemeinschaft-auf-das-abholzen-kommerziell-genutzter-waelder
Die Evolution von Regenerationsvermögen in der Tetrapodenextremität unter Einbeziehung fossiler und rezenter Daten;Erforschung der Regenerationsfähigkeit von Tetrapoden in Bezug auf Ökologie, Ontogenese und Lebenszyklusstrategien mittels Morphologie, Histologie, 3D-Rekonstruktionen und Computer-Mikrotomografie.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Amphibien, Evolution;Vivien Bothe;https://www.museumfuernaturkunde.berlin/de/forschung/die-evolution-von-regenerationsvermoegen-der-tetrapodenextremitaet-unter-einbeziehung
Erkenntnisse über die Gliedmaßenentwicklung bei Salamandern;Salamander sind die einzigen bekannten Tetrapoden (Vierfüßer), die ihre Gliedmaßen in unorthodoxer Weise entwickeln, denn sie entstehen in umgekehrter Polarität. Ich möchte herausfinden, wie dieses Entwicklungsmuster entstanden ist.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Amphibien, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/erkenntnisse-ueber-die-gliedmassenentwicklung-bei-salamandern
Die Evolution nataler Abwanderungsmuster bei Säugetieren;Natale Abwanderung tritt bei fast allen Tierarten auf und beeinflusst Demographie, genetische Strukturen und die Evolution sozialen Verhaltens. Seit mehr als 40 Jahren werden natale Abwanderungsmuster untersucht und ihre evolutionäre Entwicklung noch heute heftig debattiert.;Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Evolution;Martina Nagy;https://www.museumfuernaturkunde.berlin/de/forschung/die-evolution-nataler-abwanderungsmuster-bei-saeugetieren
Umwelttoleranz von Arten und ihre Auswirkung auf die Makroevolution;Wir untersuchen die Auswirkungen von Massenaussterbeereignissen und gegebener Artenvielfalt auf die Nischenbreite und geografische Verbreitung von Arten;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Datenbank, Artensterben, Biodiversität, Evolution, Fossilien;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/umwelttoleranz-von-arten-und-ihre-auswirkung-auf-die-makroevolution
Kammmuscheln versus Austern: Die Auswirkungen physiologischer Merkmale auf den evolutionären Erfolg zweier Muschelkladen;Unterschiedliche physiologische Eigenschaften verschiedener Faunengruppen können zu unterschiedlichen Evolutionsgeschichten führen. Diese Hypothese überprüfen wir anhand zweier gut erforschter Muschelgruppen;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Artensterben, Biodiversität, Evolution;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/kammmuscheln-versus-austern-die-auswirkungen-physiologischer-merkmale-auf-den
Umweltveränderungen während des Massenaussterbens am Ende der Triaszeit;Verfeinerung des stratigrafischen Rahmens am Übergang von der Trias zum Jura und Korrelation von biotischem Wandel und Umweltveränderungen;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Artensterben, Fossilien, Geowissenschaften;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/umweltveraenderungen-waehrend-des-massenaussterbens-am-ende-der-triaszeit
Selektives Aussterben beim Perm-Trias-Massenaussterbeereignis;Untersuchung der Rolle von Ozeanübersäuerung bei Massenaussterben in den Ozeanen;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Artensterben, Fossilien, Geowissenschaften;PD Dr. Martin Aberhan;https://www.museumfuernaturkunde.berlin/de/forschung/selektives-aussterben-beim-perm-trias-massenaussterbeereignis
Die Anatomie der Mesosaurier;Bei meiner Doktorarbeit geht es darum, verschiedene Aspekte der Anatomie und Ökologie von Mesosauriern mithilfe von 3D-Bildgebungsverfahren zu untersuchen und so ihre Ökologie und Geschichte zu verstehen und phylogenetische Fragen zu den frühen Amnioten zu beantworten.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Morphologie, Fossilien, Labore;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/de/forschung/die-anatomie-der-mesosaurier
Ursprung des Tetrapodenzentrums und das Verwandtschaftsverhältnis basaler Tetrapoden und Lissamphibien;Untersuchung der Histologie, Morphologie und Ontogenese von Wirbeln unterschiedlicher paläozoischer und mesozoischer Tetrapoden, tetrapodomorpher Fische und heutiger Lissamphibien.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/ursprung-des-tetrapodenzentrums-und-das-verwandtschaftsverhaeltnis-basaler-tetrapoden-und
Biogeographie und Systematik von Reptilien und Amphibien und Evolution ökophysiologischer Anpassungen an Klima bei Eidechsen;Projekt mit Schwerpunkt an der Evolution ökophysiologischer Anpassungen an Klima bei Eidechsen. Diese Artengruppen sind gegenwärtig von Klimaveränderungen bedroht, aber das Zusammenspiel von Verbreitung, lokalem Klima und ökophysiologischen Anpassungen ist kaum verstanden.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Genomik, Amphibien, Evolution, Genetik, Klimawandel;Prof. Dr. Johannes Müller, PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/de/forschung/biogeographie-und-systematik-von-reptilien-und-amphibien-und-evolution
Paläobiologie, Evolution und Biodiversität Paläozoischer und Mesozoischer Tetrapoden;Die Kombination paläontologischer Geländearbeit mit modernen 3D-Bildtechnologien und quantitativen Arbeitsansätzen ermöglicht Einblicke in die Diversifikationsmuster verschiedener Wirbeltiergruppen.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien, Geowissenschaften;Eva-Maria Bendel, Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/de/forschung/palaeobiologie-evolution-und-biodiversitaet-palaeozoischer-und-mesozoischer-tetrapoden
Diversitätsmuster der Ordovizischen Radiation;Das Ordovizium bezeugt einen einmaligen Anstieg der Artenvielfalt in den Weltmeeren. Gründet diese entscheidende Phase der Erdgeschichte in ökologischen Interaktionen oder abiotischen Umweltfaktoren?;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Biodiversität, Evolution, Fossilien, Geowissenschaften;;https://www.museumfuernaturkunde.berlin/de/forschung/diversitaetsmuster-der-ordovizischen-radiation
Paläopathologie fossiler Wirbeltiere;Dieses Projekt beschäftigt sich mit dem Ursprung und der Evolution von Krankheiten bei fossilen Wirbeltieren.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/palaeopathologie-fossiler-wirbeltiere
Späte Akkretion der terrestrischen Planeten;Impakt- und Kollisionsprozesse haben die frühe Entwicklungsgeschichte des Erde-Mond-Systems und der terrestrischen Planeten maßgeblich beeinflusst und die Erde zu einem habitablen Planeten gemacht.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/de/forschung/spaete-akkretion-der-terrestrischen-planeten
Physiologie und Lebensweise früher Tetrapoden;Dieses dauerhafte Forschungsfeld studiert physiologische Aspekte wie Atmung und Nahrungsaufnahme während des Fisch-Tetrapoden-Überganges und dem nachfolgenden Landgang der Wirbeltiere.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/physiologie-und-lebensweise-frueher-tetrapoden
Den Knochenzellen auf der Spur;Die Knochenzell-Evolution ist für unser Verständnis der Entwicklung des Knochenstoffwechsels in der Geschichte der Wirbeltiere und besonders vor dem Hintergrund bedeutender evolutionärer Umwandlungen von großer Wichtigkeit.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Biodiversität, Evolution, Fossilien;PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/den-knochenzellen-auf-der-spur
Dem Ursprung der Variabilität auf der Spur;Es wird die Rückbildung von Merkmalen an Säugetierschädeln im Laufe ihrer Individualentwicklung untersucht.;Evolutionäre Morphologie, FB2 Zukunft der Sammlung, Forschung, Morphologie, Säugetiere, Biodiversität, Digitalisierung, Evolution;Dr. Peter Giere, Ulla Lächele;https://www.museumfuernaturkunde.berlin/de/forschung/dem-ursprung-der-variabilitaet-auf-der-spur
Echte Kraftprotze – Wespen und ihre Muskeln;Grabwespen und Faltenwespen (aculeate Hymenoptera) besitzen eine stark ausgeprägte Muskulatur. Mittels MikroCT-Scans und 3D-Segmentierungen werden diese Strukturen am Museum für Naturkunde Berlin visualisiert und analysiert.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Datenbank, Sammlung, Biodiversität, Open Science, Digitalisierung, Evolution, Labore;Maraike Willsch;https://www.museumfuernaturkunde.berlin/de/forschung/echte-kraftprotze-wespen-und-ihre-muskeln
Sphex - Eine Grabwespengattung auf dem Prüfstand;In diesem Projekt werden zum ersten Mal aus den bedeutendsten tropischen Gebieten der Erde die Vertreter der Grabwespengattung Sphex (Sphecidae) in einer einheitlichen Analyse miteinander verglichen. Durch eine Kombination aus morphologischen und genetischen Daten wird das Verwandtschaftsverhältnis;Zentrum für Integrative Biodiversitätsentdeckung, Forschung, Genomik, Morphologie, Datenbank, Sammlung, Genetik;;https://www.museumfuernaturkunde.berlin/de/forschung/sphex-eine-grabwespengattung-auf-dem-pruefstand
Taxonomie und Phylogeographie der Scopaeina (Coleoptera, Staphylinidae);Die Diversität und Evolution der Scopaeina sind weitgehend unbekannt. Das Langzeitprojekt hat zum Ziel, dieses megadiverse Monophylum der Kurzflügelkäfer (Staphylinidae) taxonomisch zu bearbeiten und Fragen zur seiner Evolution und Biogeographie zu klären.;Evolutionäre Morphologie, Zentrum für Integrative Biodiversitätsentdeckung, Forschung, Forschungsinfrastruktur, Sammlungsmanagement, Sammlung, Biodiversität;Dr. Johannes Frisch;https://www.museumfuernaturkunde.berlin/de/forschung/taxonomie-und-phylogeographie-der-scopaeina-coleoptera-staphylinidae
Petrogenese und Metallogenese lagiger Intrusionen;Untersuchung zur Mineralogie, Gefüge (2D und 3D) und Geochemie von Chromitlagen, deren Nebengesteine und assoziierten Platingruppenelement Erzen in lagigen Intrusionen.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Dr. Felix Kaufmann, Kristin Mahlow;https://www.museumfuernaturkunde.berlin/de/forschung/petrogenese-und-metallogenese-lagiger-intrusionen
Relikte von Impaktprozessen im Archaikum: Spherulenlagen im Barberton Greenstone Belt, Südafrika;Untersuchung Archaischer Sphärulenlagen aus den sedimentären Gesteinsabfolgen des BGB in Südafrika, die zu den ältesten bekannten Überlieferungen von Meteoriteneinschlägen auf der Erde zählen.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Dr. Ansgar Greshake, Ralf Thomas Schmitt;https://www.museumfuernaturkunde.berlin/de/forschung/relikte-von-impaktprozessen-im-archaikum-spherulenlagen-im-barberton-greenstone-belt
Impakt- und Stoßwellenmetamorphose;Die Impaktmetamorphose führt zu charakteristischen Stoßwelleneffekten in Mineralen und Gesteinen, die zur Verbesserung der Stoßwellenmetamorphose-Klassifikation mit mineralogischen Methoden untersucht werden.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Dr. Ansgar Greshake, Dr. Christopher Hamann, Prof. Dr. Lutz Hecht, Ralf Thomas Schmitt;https://www.museumfuernaturkunde.berlin/de/forschung/impakt-und-stosswellenmetamorphose
Genese und Platznahme von schmelzführenden Impaktbrekzien (Sueviten);Wir führen detaillierte Untersuchungen zur Mineralogie und Geochemie von schmelzführenden Impaktbrekzien des Ries Kraters durch, um die Dynamik der Bildung und Platznahme dieser Gesteine besser zu verstehen.;FB1 Dynamik der Natur, Sonnensystem, Impakte & Meteoriten, Forschung, Einschlag, Geowissenschaften;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/de/forschung/genese-und-platznahme-von-schmelzfuehrenden-impaktbrekzien-sueviten
Entwicklung eines vereinfachten Testverfahrens zu Materialeignung in Sammlungen;Ein vereinfachter Indikatortest in der modellhaften Anwendung und Erprobung am Beispiel dreier naturkundlicher Museen und Sammlungen (MAT-CH);FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Sammlungsmanagement, Sammlung, Labore;Dr. Peter Giere;https://www.museumfuernaturkunde.berlin/de/forschung/entwicklung-eines-vereinfachten-testverfahrens-zu-materialeignung-sammlungen
Die Bedrohung der Fellsammlung – und wie wir sie schützen wollen;Dieses Forschungsprojekt konzentriert sich auf die Zerfallsprozesse in Säugetierfellen. Die Zerfallsursachen sollen besser verstanden und nachhaltige Behandlungsverfahren sollen entwickelt und getestet werden.;FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Sammlungsmanagement, Säugetiere, Sammlung;Steffen Bock, Dr. Christiane Quaisser;https://www.museumfuernaturkunde.berlin/de/forschung/die-bedrohung-der-fellsammlung-und-wie-wir-sie-schuetzen-wollen
