Title;Excerpt;Tags;Team;Project-URL
Morphological trait change in amphibians along spatio-temporal gradients from near natural to urban/agricultural landscapes;I investigate potential morphological trait changes as a proxy for the adaptation of frogs in response to environmental changes along spatio-temporal gradients in Berlin-Brandenburg.;Evolutionary Diversity Dynamics, Research, Morphology, Amphibians, Biodiversity, Evolution;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/en/research/morphological-trait-change-amphibians-along-spatio-temporal-gradients-near-natural-urban
Genes and environment – Life history strategies of the European common frog;In my dissertation I will take a closer look on the behavioural and evolutionary ecology of the European common frog (Rana temporaria) focusing on the evolution of life history strategies.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Amphibians, Genetics;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/en/research/genes-and-environment-life-history-strategies-european-common-frog
SustainCBW;SustainCBW analyses and communicates synergies and trade-offs among three UN conventions:  Sustainable Development Goals (SDGs), Framework Convention on Climate Change and Aichi Biodiversity targets.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Politics, Knowledge Transfer, Science Communication, Protection of Species, Extinction of Species, Biodiversity, Society;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/en/research/sustaincbw
GEOEssential;GEOEssential is a Horizon 2020 – ERA-Planet  project addressing the need for trusted sources of data and information to monitor the progresses made on environmental conditions towards policy targets.;SP3 Society and Nature, Social Innovation Unit, Research, Research Infrastructure, Transfer, Database, Knowledge Transfer, Research Data Management, Earth Sciences;Dr. Christoph Häuser;https://www.museumfuernaturkunde.berlin/en/research/geoessential
What are these green shoots? – Early land plants in Central Europe;A large number of fossil-rich plant records from the Eifel and Ardenne mountains enable us to retrace the evolution of plants in the Upper Lower Devonian. The Eifel mountains proved to be a hotspot in land plant evolution.;Centre for Integrative Biodiversity Discovery, Research, Morphology, Collection, Biodiversity, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/what-are-these-green-shoots-early-land-plants-central-europe
Storytent;Share your memories on the Museum für Naturkunde with us and other visitors!;;;https://www.museumfuernaturkunde.berlin/en/research/storytent
Amphibian taskforce;A Citizen Science project on individual continuous detection of the fire salamanders;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Amphibians, Protection of Species, Biodiversity, Open Science;;https://www.museumfuernaturkunde.berlin/en/research/amphibian-taskforce
Evolution in the savannah;Unsere Forscher untersuchen nun Koexistenz einhergehend mit Konkurrenz am Beispiel afrikanischer Antilopen.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Database, Mammals, Biodiversity, Evolution, Fossils, Climate Change;Faysal Bibi;https://www.museumfuernaturkunde.berlin/en/research/evolution-savannah
Mediasphere For Nature;"Application lab at the Berlin Naturkundemuseum
Please note: Unfortunately, due to a cyber attack on the museum, the Mediasphere For Nature website is not accessible.
+++ Visit the Mediasphere For Nature platform! +++";SP2 Collection Future, Research, Research Infrastructure, Transfer, Open Museum, Database, Knowledge Transfer, Collection, Society, Cooperation;;https://www.museumfuernaturkunde.berlin/en/research/mediasphere-nature
The science of citizen science;Creativity, scientific literacy, and innovation: A programme coordinated by the Museum für Naturkunde Berlin establishes citizen science in the European research landscape.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Knowledge Transfer, Citizen Science, Society;;https://www.museumfuernaturkunde.berlin/en/research/science-citizen-science
Naturblick - Discovering Nature in the City;Green cities offer space for experience, recreation and encounter. But only a conscious approach to nature in the city makes it possible to appreciate and promote it. In the project we help strengthen awareness of nature in the city and provide environmental education digitally.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Knowledge Transfer, Protection of Species, Biodiversity, Citizen Science, Society;Ulrike Sturm, Martin Tscholl, Susan Karlebowski, Omid Khorramshahi, Johannes Ebbighausen, Mario Lasseck;https://www.museumfuernaturkunde.berlin/en/research/naturblick-discovering-nature-city
A Taste of the Future of the Seas;A project within the Germany in Science Year 2016*17;Exhibition, Transfer, Open Museum, Politics, Knowledge Transfer, Science Communication, Protection of Species, Biodiversity, Citizen Science, Society;Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/research/a-taste-future-seas
Visitor Participation at the Museum für Naturkunde;The third party funded project „Besucherpartizipation im Museum für Naturkunde Berlin zur Förderung von Wissenschaftskommunikation und Wissenstransfer develops and evaluates participatory processes and tools that involve different social communities into scientific processes and discourses.;Exhibition, Transfer, Open Museum, Knowledge Transfer, Science Communication, Citizen Science, Open Science, Society;Astrid Faber, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/research/visitor-participation-museum-fur-naturkunde
GenomELECTION;The participatory subproject of the joint project GenomELECTION at the Museum für Naturkunde Berlin investigates the perception of the latest genetic engineering methods and tests different formats.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Genomics, Morphology, Politics, Knowledge Transfer, Science Communication, Society, Genetics;Julia Diekämper, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/research/genomelection
Marine Invertebrates;"The collection ""Marine Invertebrates"" at the Museum für Naturkunde Berlin unites 12 large groups of the animal kingdom and contains 47,000 collection items.";;Kristine Kämpf, Antje Schwiering;https://www.museumfuernaturkunde.berlin/en/research/marine-invertebrates
Archive;The archive of the Museum für Naturkunde Berlin cares for the Historical Image and Document Collections.;SP2 Collection Future, Research, Transfer, Database, Knowledge Transfer, Science Communication, Collection, Digitalization;Mandy Ullmann, Sophia Gräfe;https://www.museumfuernaturkunde.berlin/en/research/archive
DCOLL;The aim of DCOLL is to comprehensively digitize natural science collections and create a networked infrastructure. It will provide optimised access to scientific collections and will facilitate their use by the scientific community and the public.;SP2 Collection Future, Research Infrastructure, Collections Management, Database, Research Data Management, Collection, Digitalization;Dr. Frederik Berger, Dr. Christoph Häuser;https://www.museumfuernaturkunde.berlin/en/research/dcoll
Molluscs;With more than 7 million specimens the mollusc collection is one of the largest at Museum für Naturkunde Berlin.;SP2 Collection Future, Collection;Dr. Thomas von Rintelen, Christine Zorn;https://www.museumfuernaturkunde.berlin/en/research/molluscs
Nimba Project;Project describtion;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, SP2 Collection Future, Research, Amphibians, Protection of Species, Biodiversity;PD Dr. Mark-Oliver Rödel, Dr. Laura Sandberger-Loua;https://www.museumfuernaturkunde.berlin/en/research/nimba-project
BHL – Biodiversity Heritage Library;"The Museum für Naturkunde Berlin coordinated the ""BHL Europe"" project in 2009-2012 and became a full member of the BHL consortium in 2018.";SP2 Collection Future, Research Infrastructure, Transfer, Open Museum, Database, Research Data Management, Science Communication, Digitalization;Elisa Herrmann, Dr. Jana Hoffmann;https://www.museumfuernaturkunde.berlin/en/research/bhl-biodiversity-heritage-library
BHL-Europe - Biodiversity Heritage Library for Europe;"The Project ""Biodiversity Heritage Library"" (BHL) digitises literature from partner libraries in the US and UK since 2007 and makes them available online.";SP2 Collection Future, Research Infrastructure, Transfer, Open Museum, Database, Research Data Management, Science Communication, Digitalization;;https://www.museumfuernaturkunde.berlin/en/research/bhl-europe-biodiversity-heritage-library-europe
Spiders and Myriapods;The collection of arachnids and myriapods at the Museum für Naturkunde Berlin is unique in Europe because of its size and historical significance.;SP2 Collection Future, Collection;Dr. Jason Dunlop, Anja Friederichs;https://www.museumfuernaturkunde.berlin/en/research/spiders-and-myriapods
Butterflies and Caddisflies;One of the most colourful collections at the Museum für Naturkunde Berlin is the collection of butterflies and caddisflies. The diversity of this insect group comes to the fore in over 4 million specimens.;SP2 Collection Future, Collection;Dr. Théo Léger, Théo Léger, Dr. Wolfram Mey, Viola Richter;https://www.museumfuernaturkunde.berlin/en/research/butterflies-and-caddisflies
Hymenoptera and Neuropterida;Together with beetles, butterflies and dipterans and neuropterans, hymenopterans are among the five most species-rich insect orders.;SP2 Collection Future, Collection;Dr. Bonnie Blaimer, Stefanie Krause, Prof. Dr. Michael Ohl;https://www.museumfuernaturkunde.berlin/en/research/hymenoptera-and-neuropterida
Fossil Mammals;The collection of Fossil Mammals at the Museum für Naturkunde Berlin contains about 80,000 macroscopic objects and about 1,000,000 fossilised remains of small mammals.  Among them are 41 types and over 1,500 originals.;SP2 Collection Future, Collection, Fossils;Andreas Abele-Rassuly, Dr. David Ware;https://www.museumfuernaturkunde.berlin/en/research/fossil-mammals
Recent Plants;This article describes the collection of recent plants at Museum für Naturkunde Berlin, especially focussed on the collection's history and research.;SP2 Collection Future, Collection, Fossils;Angelika Haufe, Dr. Ludwig Luthardt;https://www.museumfuernaturkunde.berlin/en/research/recent-plants
Worms;"100,000 objects overall comprises the ""Vermes"" collection of vernicular animals at Museum für Naturkunde.";SP2 Collection Future, Collection;Dr. Birger Neuhaus, Antje Schwiering;https://www.museumfuernaturkunde.berlin/en/research/worms
Fossil Fishes and Amphibians;Die Sammlung der fossilen Fische und Amphibien des Museums für Naturkunde Berlin ist aufgrund ihrer Historie weltweit einzigartig. Dieser Artikel greift Geschichte und Highlights der Sammlung auf und informiert über Forschung und Digitalisierung.;SP2 Collection Future, Collection, Fossils;Dr. Florian Witzmann, Andreas Abele-Rassuly, Dr. David Ware;https://www.museumfuernaturkunde.berlin/en/research/fossil-fishes-and-amphibians
Fossil Birds;The Fossil Bird Collection comprises skeletal remains from the Upper Jurassic to the Pleistocene period. There are overall approximately 3,000 skeletal remains, including 11 types and 250 originals.;SP2 Collection Future, Collection, Fossils;Andreas Abele-Rassuly, Dr. David Ware, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/fossil-birds
Fossil Reptiles and Tetrapod Ichnofossils;The collection of fossil reptiles comprises finds of dinosaurs, pterosaurs, crocodile relatives, turtles, lizards and snake relatives, as well as marine reptiles and more basal reptiles. The collection contains over 18,000 specimens.;SP2 Collection Future, Collection, Fossils;Andreas Abele-Rassuly, Dr. David Ware, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/fossil-reptiles-and-tetrapod-ichnofossils
Embryology Collection;The collection comprises 600 vertebrate species in over 3,000 ethanol jars as well as 80,000 histological preparations of vertebrate developmental stages, reproductive organs and related archive material.;SP2 Collection Future, Collection;Dr. Peter Giere;https://www.museumfuernaturkunde.berlin/en/research/embryology-collection
Fossil Plants;The Palaeobotany Collections comprise over 230,000 items with more than 9,100 voucher specimens and types. The collection covers the entire geological history of fossil plants.;SP2 Collection Future, Collection, Fossils;Dr. Ludwig Luthardt, Catrin Puffert, Dr. Stephan Schultka;https://www.museumfuernaturkunde.berlin/en/research/fossil-plants
Hemimetabola;The Hemimetabola Collection maintains much more than a million specimens. Bugs, cicades, grasshoppers, dragonflies and other insectgroups take part of this collection.;SP2 Collection Future, Collection;Dr. Jürgen Deckert, Birgit Jaenicke;https://www.museumfuernaturkunde.berlin/en/research/hemimetabola
Flies, Midges and Fleas;The Flea and Fly Collection at the Museum für Naturkunde Berlin was founded at the beginning of the 19th century and is still expanding with new material.;SP2 Collection Future, Collection;Sven Marotzke, Jenny Pohl;https://www.museumfuernaturkunde.berlin/en/research/flies-midges-and-fleas
Animal Sound Archive;The Animal Sound Archive at the Museum für Naturkunde Berlin is one of the oldest and most comprehensive collection of animal sound recordings in the world. It comprises approximately 120,000 sound recordings.;SP2 Collection Future, Collection;Dr. rer. nat. Karl-Heinz Frommolt, Dr. rer. nat. Karl-Heinz Frommolt, Andreas Gnensch;https://www.museumfuernaturkunde.berlin/en/research/animal-sound-archive
Beetles and Strepsiptera;The Beetle Collection at the Museum für Naturkunde Berlin is one of the largest in the world and the most comprehensive, type-rich and significant collection of its kind in Germany.;SP2 Collection Future, Collection;Joachim Willers;https://www.museumfuernaturkunde.berlin/en/research/beetles-and-strepsiptera
Mammals;The Mammals Collection comprises approximately 150,000 specimens, including over 2,000 type specimens. It is one of the world’s largest collection of recent mammals.;SP2 Collection Future, Mammals, Collection;Christiane Funk, PD Dr. Frieder Mayer, Detlef Willborn;https://www.museumfuernaturkunde.berlin/en/research/mammals
DNA and Tissue Collection;Molecular genetic research has been going on at the Museum für Naturkunde for over 30 years and the DNA collection comprises over 30,000 samples from species throughout the animal kingdom.;SP2 Collection Future, Genomics, Collection;Dr. Jörg Plötner;https://www.museumfuernaturkunde.berlin/en/research/dna-and-tissue-collection
Library;The library of the Museum für Naturkunde Berlin is a collection in its own right - of scientific literature.;SP2 Collection Future, Research Infrastructure, Database, Science Communication, Collection;Elisa Herrmann, Martina Rißberger, Vivien Bauer, Stefanie Paß;https://www.museumfuernaturkunde.berlin/en/research/library
Minerals;Due to its history and the wealth of specimens, the Mineral Collection at the Museum für Naturkunde Berlin is one of the most significant in Europe. This article looks at the history and highlights of the collection and contains information on research, digitisation and the library.;SP2 Collection Future, Collection;Dr. Ralf-Thomas Schmitt;https://www.museumfuernaturkunde.berlin/en/research/minerals
Meteorites;Its history and number of specimens makes the meteorite collection at the Museum für Naturkunde Berlin one of the most important collections in the world. This article looks at the history and highlights the most significant pieces of the collection, while also giving an overview of research.;SP2 Collection Future, Collection;Dr. Ansgar Greshake;https://www.museumfuernaturkunde.berlin/en/research/meteorites
Scientific Journals;Information about Fossil Record, Deutsche Entomologische Zeitschrift und Zoosystematics and Evolution;SP2 Collection Future, Transfer, Open Museum, Knowledge Transfer, Science Communication;;https://www.museumfuernaturkunde.berlin/en/research/scientific-journals
Catalogues of the Diptera types;Catalogues of the Diptera types in the Museum für Naturkunde Berlin;;;https://www.museumfuernaturkunde.berlin/en/research/catalogues-diptera-types
Crustacea;The Crustaceans Collection comprises over 36,500 objects with an estimated 1 million individuals.;SP2 Collection Future, Collection;Dr. Kristina von Rintelen, Kristine Kämpf, Antje Schwiering;https://www.museumfuernaturkunde.berlin/en/research/crustacea
Reptiles and Amphibians;Reptiles and amphibians are organised as the Herpetological Collection in the Museum für Naturkunde which comprises 160,000 amphibian and reptiles, of which the oldest specimens are 280 years old.;SP2 Collection Future, Collection;Dr. Mark-Oliver Rödel, Frank Tillack;https://www.museumfuernaturkunde.berlin/en/research/reptiles-and-amphibians
Fishes;The Fish, lat. Ichthyological, Collection in the Museum für Naturkunde comprises approximately 133,490 specimens and for the abundance of historic specimens from all over the world it is a unique collection in Germany.;SP2 Collection Future, Collection;Dr. Peter Bartsch, Edda Aßel;https://www.museumfuernaturkunde.berlin/en/research/fishes
Birds;The ornithology collection is the largest in Germany and one of the most significant bird collections in the world.;SP2 Collection Future, Collection;Dr. Sylke Frahnert, Pascal Eckhoff;https://www.museumfuernaturkunde.berlin/en/research/birds
SYNTHESYS+;The EU project enables, facilitates and enhances the scientific access (physical & virtual) to natural history collections for scientists and institutions;SP2 Collection Future, Research, Research Infrastructure, Transfer, Collections Management, Knowledge Transfer, Collection, Cooperation;Dr Daniel Mulcahy, Jens Dobberthin, Mario Lasseck, Bernhard Schurian, Maraike Willsch;https://www.museumfuernaturkunde.berlin/en/research/synthesys
Rock and Ore Collection;Due to its history, the Rock and Ore Collection of the Museums für Naturkunde Berlin is an eminent treasure trove of knowledge. This article focuses on the history and highlights of the collection and contains information on ongoing research, digitalisation and the library.;SP2 Collection Future, Collection, Earth Sciences;Uwe Reimold;https://www.museumfuernaturkunde.berlin/en/research/rock-and-ore-collection
Services Scientific Data;As integrated research museum, the Museum für Naturkunde administers and supports a number of  services enabling access to scientific data.;SP2 Collection Future, Research Infrastructure, Database, Research Data Management, Digitalization;;https://www.museumfuernaturkunde.berlin/en/research/services-scientific-data
EDIT - European Distributed Institute of Taxonomy;"EDIT (European Distributed Institute of Taxonomy) is a consortium of 29 institutions funded as a ""network of excellence"" (NoE) for five years by the European Commission.";SP2 Collection Future, Research, Database, Knowledge Transfer, Collection, Biodiversity;Dr. Christoph Häuser, Dr. Anke Hoffmann;https://www.museumfuernaturkunde.berlin/en/research/edit-european-distributed-institute-taxonomy
GENART;GENART is a network of molecular geneticists, neuroethologists, bioinformatics specialists and evolutionary biologists from six research institutions in Berlin and Potsdam.;SP1 Dynamics of Nature, Research, Genomics, Biodiversity, Evolution, Genetics;;https://www.museumfuernaturkunde.berlin/en/research/genart
EOS – Establishing an inventory of specimen-rich collections;Efficient workflows and innovative methods for the digitization and publication of specimen-rich collections - demonstrated at the entomological collections at the Museum für Naturkunde Berlin;SP2 Collection Future, Research Infrastructure, Transfer, Open Museum, Collections Management, Database, Research Data Management, Collection, Digitalization;Bernhard Schurian;https://www.museumfuernaturkunde.berlin/en/research/eos-establishing-inventory-specimen-rich-collections
Digital treasure hunt;Generally, only small parts of natural history collections are open to the public. Digitisation can provide access points, but the transfer from the collection to the computer is only the first step.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Knowledge Transfer, Science Communication, Society, Digitalization;;https://www.museumfuernaturkunde.berlin/en/research/digital-treasure-hunt
The Museum Test for Wikis;Wikis have become popular in the shape of an online encyclopedia. At research museums, the open web platforms can be used for more purposes.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Collections Management, Knowledge Transfer, Science Communication;;https://www.museumfuernaturkunde.berlin/en/research/museum-test-wikis
mit:forschen! Gemeinsam Wissen schaffen;Citizen Science stands for the active participation of citizens in scientific processes and combines social engagement with the generation of scientific knowledge. Together with Wissenschaft im Dialog, the Museum für Naturkunde has been operating mit:forschen! as a central platform for Ci;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Database, Politics, Knowledge Transfer, Science Communication, Citizen Science, Open Science, Society, Cooperation, Cultural Heritage;Moritz Müller, Moritz Müller, Mathilde Bessert-Nettelbeck, Theresa Serafin;https://www.museumfuernaturkunde.berlin/en/science/citizens-create-knowledge
EU BON;EU BON: Building the European Biodiversity Observation Network;SP2 Collection Future, Research, Transfer, Database, Politics, Research Data Management, Protection of Species, Biodiversity;Dr. Christoph Häuser, Dr. Anke Hoffmann, Dr. Johannes Penner;https://www.museumfuernaturkunde.berlin/en/research/eu-bon
MEMIN - Experimental Impact Research;In the multidisciplinary MEMIN network, researchers investigate natural craters and conduct experimental laboratory studies and numerical simulations to study impacts of cosmic bodies on Earth.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Earth Sciences, Laboratories;Prof. Dr. Lutz Hecht, Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/memin-experimental-impact-research
ECSA – European Citizen Science Association;The European Citizen Science Association (ECSA) is a network of citizen science initiatives that aim at promoting citizen science all over Europe and beyond.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Politics, Knowledge Transfer, Science Communication, Citizen Science, Cooperation;;https://www.museumfuernaturkunde.berlin/en/research/ecsa-european-citizen-science-association
Leibniz Research Alliance on Biodiversity;The Leibniz Network on Biodiversity (LVB) pools competencies and resources of 21 member institutes in order to develop solutions for the conservation and sustainable use of biodiversity through interdisciplinary research.;SP3 Society and Nature, Research, Transfer, Politics, Knowledge Transfer, Protection of Species, Extinction of Species, Biodiversity, Society;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/en/research/leibniz-research-alliance-biodiversity
Bureau for troubles;The Bureau for troubles combines the sociology of science and cultural anthropology to examine biodiversity, the museum and knowledge production. Its particular focus lies on data and digitization practices and on the socio-material environments of museum-based natural sciences.;SP2 Collection Future, Research, Transfer, Knowledge Transfer, Science Communication, Biodiversity, Society, Digitalization;;https://www.museumfuernaturkunde.berlin/en/research/bureau-troubles
NeFo - German Network-Forum for Biodiversity Research;The German Network-Forum for Biodiversity Research (NeFo) is the national focal point for scientists, policy-makers and other stakeholders working in the field of biodiversity research and policies.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Politics, Knowledge Transfer, Science Communication, Protection of Species, Extinction of Species, Biodiversity, Citizen Science;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/en/research/nefo-german-network-forum-biodiversity-research
New edition 2020: The nature of things;The research project “Wissensdinge” / The nature of things aims to make these multi-layered, cultural interpretations visible in an exemplary fashion. We want to bring the diverse contexts and interpretations of scientific specimen to light.;SP2 Collection Future, Transfer, Open Museum, Knowledge Transfer, Science Communication, Collection, Society;Anita Hermannstädter, Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/en/research/new-edition-2020-nature-things
Cuban Corals in East-Berlin;The project investigates the history of natural science work in Berlin in the 1960s and 1970s and takes as its starting point the objects in the Museum’s collection.;SP2 Collection Future, Research, Open Museum, Politics, Collection;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/en/research/cuban-corals-east-berlin
Berlin’s Brachiosaurus as an Object of Knowledge;Based at the Museum für Naturkunde, this sub-project deals with the Brachiosaurus brancai as an important first-hand scientific object of study, an emblem of prestige for the museum, and especially as a terrific opportunity to rehabilitate German paleontology as a biological discipline.;SP2 Collection Future, Research, Transfer, Open Museum, Collection, Society, Fossils, Cultural Heritage;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/en/research/berlins-brachiosaurus-object-knowledge
Dinosaurs in Berlin;The project focuses on the role of Brachiosaurus brancai as an icon of politics, science, and popular culture in the hundred years from its excavation to the present day.;SP2 Collection Future, Research, Transfer, Open Museum, Collections Management, Politics, Knowledge Transfer, Science Communication, Society, Evolution, Fossils, Cultural Heritage;Dr. Ina Heumann;https://www.museumfuernaturkunde.berlin/en/research/dinosaurs-berlin
